Gen,MeanFit,StdFit,MaxFit
83,+4305.795,+516.339,+5367.338,+0.289,+0.028,+0.397
84,+4548.386,+561.681,+5515.776,+0.293,+0.031,+0.429
85,+4622.324,+584.314,+5505.507,+0.289,+0.029,+0.411
86,+4521.139,+504.249,+5473.039,+0.283,+0.031,+0.416
87,+4372.840,+551.520,+5371.667,+0.285,+0.031,+0.422
88,+4434.094,+572.889,+5454.665,+0.287,+0.030,+0.389
89,+4485.582,+539.014,+5454.000,+0.286,+0.029,+0.396
90,+4474.327,+598.405,+5500.436,+0.286,+0.031,+0.491
91,+4414.599,+668.473,+5461.676,+0.283,+0.030,+0.412
92,+4449.995,+617.297,+5318.011,+0.280,+0.025,+0.368
93,+4401.190,+598.658,+5522.038,+0.286,+0.025,+0.379
94,+4447.077,+624.793,+5510.783,+0.292,+0.036,+0.421
95,+4434.094,+625.520,+5481.317,+0.299,+0.036,+0.481
96,+4397.823,+614.152,+5490.104,+0.299,+0.035,+0.410
97,+4357.742,+589.171,+5490.119,+0.295,+0.030,+0.392
98,+4352.465,+587.494,+5416.266,+0.285,+0.031,+0.412
99,+4276.967,+548.280,+5363.593,+0.284,+0.033,+0.394
100,+4397.534,+549.451,+5509.408,+0.285,+0.029,+0.381
101,+4411.852,+576.984,+5509.416,+0.283,+0.029,+0.433
102,+4554.837,+575.749,+5471.046,+0.282,+0.030,+0.408
103,+4513.060,+537.048,+5393.155,+0.283,+0.027,+0.375
104,+4387.071,+564.943,+5394.211,+0.289,+0.036,+0.446
105,+4441.867,+564.174,+5501.568,+0.290,+0.033,+0.476
106,+4475.364,+543.301,+5545.379,+0.290,+0.031,+0.451
107,+4451.857,+560.954,+5642.327,+0.288,+0.035,+0.419
108,+4481.745,+557.943,+5522.865,+0.289,+0.028,+0.369
109,+4531.509,+578.097,+5606.860,+0.288,+0.028,+0.395
110,+4414.795,+529.633,+5604.317,+0.292,+0.030,+0.419
111,+4404.798,+576.297,+5442.739,+0.296,+0.037,+0.457
112,+4333.457,+563.179,+5409.363,+0.289,+0.033,+0.421
113,+4440.713,+549.515,+5466.386,+0.293,+0.033,+0.416
114,+4466.219,+556.355,+5518.365,+0.288,+0.029,+0.415
115,+4444.606,+601.210,+5450.628,+0.292,+0.029,+0.394
116,+4322.078,+551.310,+5613.597,+0.290,+0.032,+0.452
117,+4394.202,+541.272,+5586.499,+0.294,+0.034,+0.426
118,+4359.587,+550.768,+5413.593,+0.296,+0.030,+0.392
119,+4482.613,+542.371,+5471.811,+0.295,+0.028,+0.367
120,+4486.510,+566.751,+5426.194,+0.292,+0.028,+0.376
121,+4490.615,+586.066,+5526.104,+0.287,+0.033,+0.392
122,+4440.402,+552.676,+5502.298,+0.288,+0.032,+0.418
123,+4574.343,+521.523,+5653.780,+0.292,+0.031,+0.383
124,+4542.447,+609.515,+5653.428,+0.295,+0.031,+0.425
125,+4458.177,+594.686,+5544.101,+0.301,+0.036,+0.447
126,+4342.169,+592.372,+5545.832,+0.302,+0.033,+0.419
127,+4303.274,+577.341,+5511.989,+0.311,+0.039,+0.427
128,+4396.718,+575.962,+5540.394,+0.305,+0.040,+0.486
129,+4414.769,+559.467,+5542.461,+0.307,+0.038,+0.426
130,+4358.625,+554.502,+5432.193,+0.304,+0.032,+0.395
131,+4450.284,+586.081,+5446.326,+0.299,+0.030,+0.380
132,+4455.097,+605.388,+5442.168,+0.295,+0.033,+0.414
133,+4283.243,+519.672,+5541.228,+0.298,+0.034,+0.463
134,+4341.545,+535.510,+5413.749,+0.297,+0.033,+0.401
135,+4475.853,+521.947,+5511.366,+0.300,+0.030,+0.413
136,+4558.437,+585.312,+5561.887,+0.296,+0.028,+0.387
137,+4440.675,+554.948,+5585.658,+0.297,+0.032,+0.431
138,+4424.875,+568.157,+5484.623,+0.290,+0.031,+0.423
139,+4536.214,+587.922,+5594.097,+0.299,+0.038,+0.483
140,+4545.633,+533.726,+5516.214,+0.308,+0.043,+0.483
141,+4419.209,+523.855,+5403.778,+0.298,+0.035,+0.431
142,+4467.542,+526.499,+5402.437,+0.295,+0.031,+0.412
143,+4363.258,+541.990,+5320.811,+0.290,+0.032,+0.417
144,+4428.027,+512.267,+5488.213,+0.292,+0.031,+0.402
145,+4553.774,+527.952,+5494.892,+0.292,+0.037,+0.488
146,+4523.069,+548.733,+5458.698,+0.295,+0.029,+0.422
147,+4472.638,+579.325,+5431.879,+0.289,+0.035,+0.417
148,+4575.040,+515.553,+5521.544,+0.295,+0.036,+0.453
149,+4552.506,+508.035,+5519.617,+0.295,+0.034,+0.419
150,+4409.078,+543.913,+5399.176,+0.292,+0.031,+0.444
151,+4475.225,+549.464,+5492.530,+0.292,+0.031,+0.421
152,+4412.156,+549.291,+5459.402,+0.296,+0.032,+0.407
153,+4408.095,+533.440,+5454.715,+0.296,+0.035,+0.415
154,+4478.933,+564.593,+5488.532,+0.305,+0.035,+0.447
155,+4440.185,+552.981,+5448.949,+0.300,+0.036,+0.414
156,+4331.186,+506.279,+5416.757,+0.302,+0.035,+0.461
157,+4368.507,+551.117,+5470.375,+0.302,+0.033,+0.434
158,+4437.353,+621.134,+5588.718,+0.304,+0.042,+0.494
159,+4478.459,+589.152,+5472.430,+0.303,+0.039,+0.471
160,+4454.677,+540.712,+5479.464,+0.301,+0.036,+0.434
161,+4443.783,+524.288,+5393.668,+0.295,+0.033,+0.410
162,+4565.473,+470.823,+5365.239,+0.302,+0.042,+0.602
163,+4585.235,+514.741,+5517.246,+0.294,+0.031,+0.445
164,+4453.419,+568.500,+5511.132,+0.298,+0.039,+0.468
165,+4413.316,+535.955,+5589.426,+0.299,+0.040,+0.443
166,+4427.068,+522.982,+5553.313,+0.298,+0.036,+0.447
167,+4380.570,+546.706,+5552.321,+0.297,+0.032,+0.397
168,+4269.100,+574.837,+5550.999,+0.297,+0.040,+0.513
169,+4458.351,+536.723,+5425.083,+0.294,+0.032,+0.405
170,+4474.182,+546.855,+5420.023,+0.295,+0.032,+0.449
171,+4493.279,+524.776,+5351.245,+0.288,+0.024,+0.385
172,+4449.543,+493.164,+5419.187,+0.285,+0.030,+0.421
173,+4457.213,+472.902,+5332.859,+0.283,+0.026,+0.374
174,+4445.073,+490.079,+5309.609,+0.287,+0.040,+0.534
175,+4467.709,+499.129,+5389.951,+0.289,+0.034,+0.451
176,+4496.041,+535.940,+5548.837,+0.295,+0.034,+0.445
177,+4486.363,+486.752,+5532.125,+0.291,+0.026,+0.393
178,+4553.982,+516.016,+5546.392,+0.290,+0.032,+0.444
179,+4363.258,+446.970,+5379.141,+0.286,+0.030,+0.478
180,+4509.576,+444.372,+5471.974,+0.291,+0.040,+0.480
181,+4430.357,+464.474,+5426.037,+0.293,+0.040,+0.483
182,+4479.709,+495.513,+5355.092,+0.294,+0.035,+0.426
183,+4535.375,+517.476,+5439.089,+0.296,+0.035,+0.440
184,+4506.965,+530.936,+5347.786,+0.303,+0.042,+0.519
185,+4470.388,+551.827,+5525.250,+0.299,+0.036,+0.426
186,+4430.284,+479.990,+5400.664,+0.302,+0.039,+0.502
187,+4440.737,+476.877,+5439.378,+0.301,+0.037,+0.422
188,+4591.169,+504.945,+5494.219,+0.299,+0.030,+0.399
189,+4655.051,+516.981,+5516.530,+0.296,+0.030,+0.409
190,+4604.776,+555.490,+5532.194,+0.295,+0.032,+0.481
191,+4515.850,+554.387,+5460.910,+0.295,+0.034,+0.411
192,+4454.687,+498.588,+5350.217,+0.297,+0.035,+0.413
193,+4359.068,+537.433,+5482.642,+0.296,+0.031,+0.396
194,+4521.399,+477.137,+5488.047,+0.292,+0.029,+0.398
195,+4513.144,+493.972,+5526.215,+0.291,+0.033,+0.487
196,+4573.218,+498.613,+5526.008,+0.288,+0.029,+0.421
197,+4564.365,+486.002,+5549.269,+0.287,+0.028,+0.396
198,+4526.675,+453.774,+5475.546,+0.287,+0.026,+0.370
199,+4442.692,+492.052,+5541.104,+0.294,+0.035,+0.421
200,+4367.682,+464.434,+5345.427,+0.294,+0.031,+0.388
201,+4399.953,+516.366,+5457.263,+0.298,+0.033,+0.444
202,+4537.193,+511.222,+5444.270,+0.296,+0.036,+0.503
203,+4632.635,+472.009,+5564.193,+0.294,+0.033,+0.429
204,+4512.066,+502.623,+5467.569,+0.296,+0.035,+0.451
205,+4517.669,+527.430,+5506.385,+0.298,+0.034,+0.414
206,+4426.998,+525.142,+5552.232,+0.295,+0.030,+0.396
207,+4410.542,+552.090,+5632.242,+0.302,+0.032,+0.448
208,+4327.080,+543.810,+5657.843,+0.304,+0.035,+0.496
209,+4404.839,+526.471,+5522.588,+0.300,+0.041,+0.482
210,+4470.559,+482.286,+5574.420,+0.302,+0.040,+0.469
211,+4418.893,+542.089,+5402.532,+0.291,+0.033,+0.444
212,+4478.688,+522.127,+5404.696,+0.295,+0.032,+0.395
213,+4405.789,+539.782,+5391.709,+0.291,+0.029,+0.391
214,+4372.118,+574.575,+5353.502,+0.293,+0.031,+0.499
215,+4282.019,+555.894,+5324.716,+0.289,+0.032,+0.422
216,+4410.854,+540.349,+5468.322,+0.300,+0.034,+0.430
217,+4482.265,+508.720,+5505.769,+0.298,+0.030,+0.376
218,+4508.063,+522.011,+5412.590,+0.296,+0.033,+0.462
219,+4525.576,+496.063,+5535.537,+0.304,+0.040,+0.517
220,+4484.858,+518.813,+5549.376,+0.301,+0.035,+0.394
221,+4434.559,+539.822,+5563.701,+0.301,+0.034,+0.400
222,+4529.634,+529.557,+5528.613,+0.298,+0.034,+0.444
223,+4488.058,+528.661,+5567.004,+0.292,+0.032,+0.413
224,+4366.806,+558.095,+5532.551,+0.289,+0.031,+0.419
225,+4334.734,+547.100,+5336.983,+0.301,+0.042,+0.485
226,+4308.433,+566.870,+5471.377,+0.300,+0.037,+0.485
227,+4394.283,+563.092,+5517.982,+0.298,+0.040,+0.562
228,+4459.631,+573.913,+5452.544,+0.295,+0.033,+0.484
229,+4365.879,+573.055,+5537.216,+0.288,+0.033,+0.422
230,+4409.464,+560.402,+5335.548,+0.286,+0.030,+0.415
231,+4515.901,+528.783,+5429.693,+0.293,+0.035,+0.419
232,+4492.381,+535.116,+5577.816,+0.302,+0.047,+0.594
233,+4535.003,+538.981,+5577.816,+0.306,+0.043,+0.513
234,+4570.259,+554.494,+5564.352,+0.305,+0.035,+0.427
235,+4439.914,+552.419,+5486.365,+0.300,+0.035,+0.475
236,+4428.507,+540.900,+5564.344,+0.301,+0.035,+0.462
237,+4446.737,+575.007,+5452.143,+0.293,+0.034,+0.402
238,+4492.665,+519.722,+5499.870,+0.297,+0.033,+0.441
239,+4497.792,+542.328,+5424.841,+0.304,+0.040,+0.510
240,+4552.750,+547.716,+5555.519,+0.311,+0.044,+0.489
241,+4555.511,+559.285,+5448.470,+0.307,+0.043,+0.480
242,+4529.233,+535.814,+5546.683,+0.303,+0.037,+0.440
243,+4441.945,+539.236,+5455.648,+0.298,+0.035,+0.426
244,+4426.577,+552.461,+5492.802,+0.299,+0.036,+0.445
245,+4470.847,+520.737,+5531.412,+0.300,+0.033,+0.478
246,+4415.451,+527.821,+5470.532,+0.295,+0.030,+0.401
247,+4428.373,+539.452,+5447.210,+0.292,+0.030,+0.418
248,+4454.291,+534.899,+5477.525,+0.294,+0.031,+0.429
249,+4397.230,+543.094,+5446.676,+0.299,+0.034,+0.473
250,+4393.869,+612.236,+5481.465,+0.305,+0.036,+0.481
251,+4566.602,+574.785,+5452.899,+0.300,+0.037,+0.432
252,+4407.020,+611.120,+5459.849,+0.302,+0.035,+0.457
253,+4387.945,+597.108,+5497.240,+0.303,+0.038,+0.433
254,+4349.675,+554.704,+5406.392,+0.302,+0.036,+0.477
255,+4447.304,+564.922,+5518.808,+0.296,+0.036,+0.437
256,+4512.974,+519.337,+5311.956,+0.296,+0.033,+0.396
257,+4395.341,+538.813,+5536.284,+0.296,+0.034,+0.412
258,+4455.264,+528.344,+5669.480,+0.297,+0.042,+0.523
259,+4480.664,+615.497,+5664.066,+0.292,+0.035,+0.453
260,+4261.342,+544.642,+5360.799,+0.293,+0.034,+0.446
261,+4461.662,+511.321,+5393.405,+0.294,+0.037,+0.426
262,+4511.449,+556.166,+5581.815,+0.302,+0.040,+0.453
263,+4371.978,+547.055,+5564.721,+0.297,+0.032,+0.425
264,+4329.892,+552.847,+5467.213,+0.291,+0.030,+0.386
265,+4321.032,+558.826,+5390.837,+0.293,+0.034,+0.427
266,+4448.907,+558.065,+5346.813,+0.294,+0.039,+0.498
267,+4443.180,+581.196,+5571.245,+0.305,+0.040,+0.460
268,+4417.013,+514.903,+5473.588,+0.304,+0.034,+0.435
269,+4488.301,+496.876,+5500.911,+0.299,+0.036,+0.454
270,+4425.841,+489.963,+5501.174,+0.301,+0.040,+0.507
271,+4446.363,+455.700,+5569.493,+0.303,+0.036,+0.409
272,+4275.383,+539.263,+5533.422,+0.302,+0.035,+0.444
273,+4424.195,+509.458,+5437.009,+0.308,+0.041,+0.459
274,+4448.869,+491.790,+5401.336,+0.307,+0.036,+0.423
275,+4510.854,+492.147,+5550.618,+0.309,+0.037,+0.418
276,+4514.488,+519.956,+5550.508,+0.305,+0.037,+0.457
277,+4397.519,+549.033,+5539.420,+0.302,+0.035,+0.497
278,+4412.084,+533.367,+5471.717,+0.297,+0.034,+0.403
279,+4417.700,+492.041,+5557.128,+0.299,+0.034,+0.401
280,+4457.750,+520.461,+5497.615,+0.309,+0.042,+0.498
281,+4281.002,+501.133,+5611.041,+0.311,+0.045,+0.563
282,+4320.077,+514.876,+5426.374,+0.304,+0.040,+0.455
283,+4470.446,+574.317,+5471.571,+0.303,+0.041,+0.514
284,+4483.791,+565.704,+5473.453,+0.302,+0.043,+0.516
285,+4579.288,+494.322,+5482.677,+0.309,+0.041,+0.467
286,+4550.846,+504.270,+5500.396,+0.311,+0.042,+0.447
287,+4534.383,+522.463,+5652.805,+0.307,+0.044,+0.565
288,+4559.225,+466.829,+5648.473,+0.300,+0.037,+0.422
289,+4524.297,+525.103,+5458.742,+0.296,+0.034,+0.413
290,+4525.077,+523.992,+5445.479,+0.290,+0.031,+0.461
291,+4384.043,+524.506,+5418.562,+0.297,+0.031,+0.414
292,+4361.525,+520.799,+5429.268,+0.297,+0.029,+0.389
293,+4476.046,+523.146,+5444.572,+0.299,+0.028,+0.448
294,+4490.229,+493.279,+5415.286,+0.295,+0.031,+0.382
295,+4463.406,+492.271,+5397.227,+0.298,+0.032,+0.431
296,+4490.918,+513.017,+5507.511,+0.306,+0.035,+0.419
297,+4407.820,+552.379,+5488.622,+0.310,+0.044,+0.493
298,+4351.363,+511.472,+5414.966,+0.304,+0.039,+0.460
299,+4426.476,+516.092,+5499.753,+0.301,+0.034,+0.424
300,+4517.610,+517.033,+5419.903,+0.298,+0.034,+0.480
301,+4509.646,+508.803,+5425.093,+0.299,+0.036,+0.421
302,+4464.853,+507.835,+5560.281,+0.302,+0.032,+0.394
303,+4363.993,+506.309,+5545.175,+0.296,+0.032,+0.451
304,+4284.735,+475.374,+5330.254,+0.293,+0.034,+0.419
305,+4323.720,+525.685,+5302.975,+0.294,+0.035,+0.447
306,+4313.630,+534.882,+5335.118,+0.291,+0.030,+0.393
307,+4398.552,+564.186,+5391.139,+0.290,+0.032,+0.439
308,+4505.201,+531.392,+5525.460,+0.294,+0.034,+0.463
309,+4540.401,+582.224,+5543.722,+0.293,+0.031,+0.446
310,+4583.626,+503.615,+5565.970,+0.293,+0.030,+0.398
311,+4437.848,+537.720,+5566.715,+0.300,+0.030,+0.407
312,+4403.899,+454.571,+5333.011,+0.292,+0.026,+0.387
313,+4377.195,+520.962,+5349.737,+0.287,+0.032,+0.403
314,+4319.029,+505.191,+5574.124,+0.294,+0.040,+0.577
315,+4334.796,+581.384,+5499.306,+0.291,+0.035,+0.427
316,+4352.858,+597.135,+5489.726,+0.293,+0.030,+0.403
317,+4430.762,+594.888,+5550.509,+0.292,+0.035,+0.425
318,+4561.141,+496.243,+5418.631,+0.295,+0.034,+0.398
319,+4621.660,+507.563,+5481.444,+0.302,+0.041,+0.469
320,+4546.591,+555.738,+5481.444,+0.302,+0.034,+0.463
321,+4569.251,+539.694,+5478.463,+0.301,+0.034,+0.423
322,+4439.443,+527.267,+5444.634,+0.301,+0.037,+0.496
323,+4340.647,+561.773,+5446.249,+0.299,+0.038,+0.497
324,+4416.525,+529.013,+5418.606,+0.301,+0.036,+0.479
325,+4305.456,+553.562,+5381.733,+0.297,+0.034,+0.442
326,+4509.777,+507.637,+5303.778,+0.297,+0.033,+0.407
327,+4479.692,+529.948,+5438.016,+0.298,+0.031,+0.386
328,+4462.970,+526.054,+5482.134,+0.298,+0.032,+0.458
329,+4491.083,+540.755,+5470.286,+0.291,+0.032,+0.422
330,+4482.462,+495.987,+5388.199,+0.297,+0.035,+0.428
331,+4406.790,+524.970,+5521.643,+0.304,+0.038,+0.483
332,+4472.919,+517.996,+5533.633,+0.311,+0.040,+0.472
333,+4431.433,+487.559,+5484.699,+0.304,+0.040,+0.460
334,+4498.953,+494.877,+5506.134,+0.301,+0.037,+0.452
335,+4499.066,+517.553,+5539.446,+0.304,+0.034,+0.442
336,+4579.660,+533.912,+5526.117,+0.301,+0.034,+0.403
337,+4535.073,+525.532,+5464.091,+0.297,+0.026,+0.374
338,+4495.425,+494.994,+5444.229,+0.299,+0.030,+0.448
339,+4420.817,+528.196,+5414.127,+0.299,+0.038,+0.510
340,+4435.892,+477.025,+5585.506,+0.304,+0.047,+0.662
341,+4432.432,+505.218,+5612.101,+0.309,+0.047,+0.655
342,+4466.913,+477.932,+5577.947,+0.307,+0.046,+0.532
343,+4524.831,+527.252,+5431.083,+0.304,+0.039,+0.445
344,+4478.802,+491.426,+5476.124,+0.301,+0.035,+0.440
345,+4531.226,+509.981,+5505.772,+0.308,+0.045,+0.517
346,+4316.693,+508.077,+5518.212,+0.308,+0.036,+0.432
347,+4391.289,+528.967,+5528.597,+0.306,+0.036,+0.473
348,+4453.520,+517.783,+5536.822,+0.303,+0.038,+0.455
349,+4454.299,+494.811,+5471.024,+0.299,+0.032,+0.431
350,+4492.431,+426.757,+5461.910,+0.299,+0.035,+0.446
351,+4469.337,+476.346,+5394.746,+0.299,+0.035,+0.471
352,+4477.083,+535.229,+5397.704,+0.297,+0.030,+0.398
353,+4376.998,+494.331,+5592.363,+0.303,+0.042,+0.536
354,+4343.413,+532.412,+5613.063,+0.306,+0.045,+0.542
355,+4343.678,+510.904,+5432.801,+0.300,+0.035,+0.473
356,+4375.391,+494.565,+5449.446,+0.298,+0.035,+0.456
357,+4416.322,+464.405,+5634.711,+0.300,+0.041,+0.461
358,+4598.782,+510.417,+5474.915,+0.304,+0.036,+0.428
359,+4507.231,+465.969,+5408.099,+0.300,+0.031,+0.403
360,+4473.065,+470.104,+5277.368,+0.299,+0.033,+0.441
361,+4473.750,+485.553,+5365.646,+0.297,+0.037,+0.482
362,+4517.674,+588.739,+5510.761,+0.303,+0.044,+0.579
363,+4465.313,+576.977,+5562.462,+0.301,+0.043,+0.523
364,+4338.109,+587.311,+5480.870,+0.305,+0.047,+0.474
365,+4490.064,+500.383,+5472.129,+0.302,+0.036,+0.447
366,+4481.633,+553.792,+5458.251,+0.304,+0.033,+0.419
367,+4406.604,+542.528,+5405.204,+0.301,+0.033,+0.414
368,+4409.532,+561.403,+5453.699,+0.302,+0.033,+0.396
369,+4404.380,+493.805,+5349.385,+0.300,+0.032,+0.392
370,+4391.854,+482.161,+5309.037,+0.293,+0.027,+0.362
371,+4381.016,+526.743,+5375.945,+0.289,+0.033,+0.401
372,+4437.704,+545.399,+5374.723,+0.286,+0.028,+0.377
373,+4626.214,+518.961,+5493.657,+0.293,+0.032,+0.416
374,+4540.531,+565.338,+5420.212,+0.290,+0.033,+0.408
375,+4443.323,+521.113,+5331.301,+0.301,+0.037,+0.477
376,+4285.486,+515.750,+5333.541,+0.303,+0.039,+0.420
377,+4319.788,+536.355,+5463.400,+0.309,+0.038,+0.491
378,+4371.099,+545.870,+5518.338,+0.306,+0.040,+0.439
379,+4554.650,+519.527,+5483.593,+0.302,+0.033,+0.419
380,+4554.966,+550.062,+5583.481,+0.307,+0.034,+0.449
381,+4571.960,+515.173,+5611.397,+0.305,+0.036,+0.486
382,+4452.500,+535.947,+5593.990,+0.301,+0.038,+0.416
383,+4366.019,+480.643,+5308.116,+0.299,+0.034,+0.490
384,+4427.302,+499.183,+5491.544,+0.301,+0.032,+0.436
385,+4471.835,+446.194,+5407.491,+0.292,+0.027,+0.375
386,+4484.652,+485.652,+5427.570,+0.298,+0.038,+0.505
387,+4439.109,+581.101,+5427.770,+0.303,+0.040,+0.495
388,+4463.427,+549.913,+5456.300,+0.301,+0.038,+0.446
389,+4381.237,+534.779,+5422.050,+0.298,+0.035,+0.423
390,+4497.015,+551.271,+5419.726,+0.296,+0.036,+0.480
391,+4482.980,+551.019,+5467.627,+0.303,+0.039,+0.482
392,+4480.442,+509.090,+5452.070,+0.303,+0.036,+0.475
393,+4487.029,+580.712,+5533.746,+0.298,+0.033,+0.452
394,+4524.947,+561.430,+5548.831,+0.293,+0.032,+0.418
395,+4586.188,+530.981,+5539.154,+0.291,+0.030,+0.395
396,+4534.842,+496.743,+5507.298,+0.286,+0.028,+0.426
397,+4501.251,+502.423,+5500.198,+0.293,+0.036,+0.468
398,+4499.456,+493.891,+5505.370,+0.295,+0.034,+0.415
399,+4388.480,+512.648,+5477.379,+0.297,+0.027,+0.378
400,+4443.892,+567.918,+5525.889,+0.301,+0.033,+0.428
401,+4379.628,+573.397,+5548.169,+0.295,+0.031,+0.418
402,+4407.207,+524.457,+5562.363,+0.289,+0.028,+0.411
403,+4303.848,+509.916,+5507.159,+0.295,+0.037,+0.480
404,+4333.417,+520.573,+5457.309,+0.294,+0.033,+0.385
405,+4387.444,+506.650,+5457.886,+0.293,+0.030,+0.389
406,+4479.914,+524.214,+5570.286,+0.298,+0.033,+0.506
407,+4492.143,+533.456,+5377.740,+0.290,+0.030,+0.411
408,+4610.873,+532.719,+5535.208,+0.292,+0.030,+0.399
409,+4545.826,+533.119,+5554.391,+0.291,+0.029,+0.390
